Q202735	Billy Bob Thornton
Q545514	Montanel
Q74362	Excession
Q710207	Tarik Sektioui
Q910308	Lord Privy Seal
Q1554004	UNESCO/Guillermo Cano World Press Freedom Prize
Q750434	FC Kryvbas Kryvyi Rih
Q682261	Jule Gregory Charney
Q345221	Trevor Francis
Q374069	Avaí Futebol Clube
Q83259	École Normale Supérieure
Q551265	Kevin Schindler
Q1186023	Nikolayev Governorate
Q642060	Henri Rochefort
Q41449	Michael Shannon
Q335831	Niall Quinn
Q183631	Ernest Walton
Q476047	Ghyvelde
Q13479634	German Ambassador to the United States
Q369165	Festus Agu
Q220700	Omar Sívori
Q894	Samara
Q313042	Stephen Rea
Q1055774	A Ghost of a Chance
Q156799	Felipe González
Q892	J. R. R. Tolkien
Q124075	Josias Braun-Blanquet
Q318734	Claude Rains
Q186914	Estonia men's national football team
Q318736	Fernando Fernán Gómez
Q22122	Bousseviller
Q897801	Guillaume Warmuz
Q669313	Daniel Šmejkal
Q3489	Harburg
Q106482	Philippe Noiret
Q462537	Lee Seung-yeoul
Q26877864	minister of the Navy of the Kingdom of Italy
Q838488	Bey
Q838330	University of Wisconsin–Madison
Q3438703	Swedish Academy Finland Prize
Q972233	Abram de Swaan
Q2280	Minsk
Q1379827	Schillerpreis der Stadt Mannheim
Q1096665	Vandeléville
Q211111	Ursula Andress
Q2408776	CWA New Blood Dagger
Q1064731	Charles Hard Townes Award
Q1576495	Hanns Martin Schleyer Prize
Q5175208	Costume Designers Guild Award for Best Costume Design – Contemporary TV Series
Q1255921	president
Q466440	Beulah Bondi
Q731813	Oliver Wolcott
Q458902	Officer's Cross of the Hungarian Order of Merit
Q458903	Merited Artist of the Russian Federation
Q160826	Sweden men's national football team
Q560612	Edmond Kapllani
Q1225080	John Farquhar Munro
Q944835	Mladen Brkić
Q819026	Wiederstedt
Q436223	Jenny Beavan
Q127576	Christopher Oualembo
Q529676	Nukri Revishvili
Q724459	Elini Dimoutsos
Q12594	Marne
Q13653224	member of the Senate of the Italian Republic
Q12849	Trevor Sargent
Q101286	Innocent XI
Q243097	Seyssel
Q573171	Anthony E. Siegman
Q529678	Marvin Matip
Q691450	Mitterberg
Q704993	Henryk Muszyński
Q524042	Marcel Delépine
Q691457	Michel Durafour
Q189322	Latvia men's national football team
Q109063	Jimmy Cliff
Q819125	Province of Hanover
Q1167733	Ira Berlin
Q475099	Ban Fang
Q1286294	Levente Schultz
Q40615	Marc Márquez
Q900379	HMS Bounty
Q900378	César Award for Best Sound
Q930301	Jussi Adler-Olsen
Q387460	Sainte-Foy-lès-Lyon
Q1357041	Ernst Bloch Award
Q279933	San Teodoro
Q159577	Jet Li
Q46948	Spinea
Q192180	Latvian Soviet Socialist Republic
Q1049036	Lewis Price
Q291591	Jon Cruddas
Q763679	Shingo Suzuki
Q573312	Kevin Vogt
Q151747	Fortuna Düsseldorf
Q4201740	England national under-16 association football team
Q1604077	Stephen Rosenbaum
Q29315	Marina Weisband
Q7552552	Society of London Theatre Special Award
Q40479	David Mitchell
Q154538	Daniel Libeskind
Q271383	Ælfwald II of Northumbria
Q27908372	member of the Legislative Council of Hong Kong
Q1387445	FC Juniors OÖ
Q4896742	Best Moment ESPY Award
Q1069013	Pommiers-la-Placette
Q1168227	The Secret of Santa Vittoria
Q1136416	Michael Javier Ortega
Q189671	FC Basel
Q776784	Mike Budenholzer
Q1143692	Yōsuke Kubozuka
Q559640	Richard Seddon
Q176455	Melanie Griffith
Q737947	IK Start
Q203657	Jon Dahl Tomasson
Q1034445	Cape Henry Light
Q600755	Nigel Quashie
Q1771011	Gyldendal's Endowment
Q505450	Robert H. Jackson
Q204357	LA Galaxy
Q7460514	Shadow Foreign Secretary
Q340042	Lotzorai
Q13422142	Grand Officer of the National Order of Merit
Q3841639	MTV Movie Award for Most Desirable Female
Q1140257	The Messenger: The Story of Joan of Arc
Q5261073	Deputy Prime Minister of Malaysia
Q504859	Anthony Muñoz
Q24241	César Award for Best Actress
Q93724	Order of the White Double Cross
Q7777237	Theakston's Old Peculier Crime Novel of the Year Award
Q13418138	Honored art worker of the Russian Soviet Federative Socialist Republic
Q49126	Harvard Business School
Q2819143	A.E.K.
Q155554	Marc Ravalomanana
Q228561	Charny
Q163700	Legion of Honour
Q501372	Unione Sportiva Catanzaro
Q641159	Governing Mayor of Berlin
Q908858	Donostia Award
Q694429	Xavier Hochstrasser
Q204177	Ambérieux-en-Dombes
Q313544	Alexandros Tziolis
Q317382	Christer Fuglesang
Q980818	Timothy Dreesen
Q879506	Manfred Bender
Q360911	Bernardo de Irigoyen
Q611672	Larry McMurtry
Q17427	Chinese Communist Party
Q10344	Verrua Savoia
Q10348	Vico Canavese
Q1068633	groundbreaking ceremony
Q1222619	Lanslevillard
Q516880	Febian Brandy
Q979136	Frédéric Swarts
Q1171212	Route nationale 307
Q827411	Bert Lahr
Q5942219	Hundred Flowers Award for Best Actress
Q189854	metropolitan
Q184366	Thomas Henry Huxley
Q429158	Álvaro Pintos
Q317038	Max Planck Medal
Q60530	Jérémie Bréchet
Q1559188	Gödel Lecturer
Q53050	Francesco Rosi
Q668112	Piast Gliwice
Q450622	Hanover Government Region
Q815021	Bekim Kastrati
Q1049176	England national under-20 association football team
Q555487	Carroll O'Connor
Q93728	Order of the White Lion
Q450628	Safra Catz
Q587329	Hugo Morales
Q299927	Tomiko Okazaki
Q188184	Abel Prize
Q665920	VfB Lübeck
Q157210	Ryōji Noyori
Q575235	Grațian Sepi
Q4220900	MTV Movie Award for Best On-Screen Duo
Q35572	Union of European Football Associations
Q264842	Elwood V. Jensen
Q1535128	Golden Raspberry Award for Worst Musical Score
Q71857	Brusciano
Q21491	Oberdorf-Spachbach
Q359299	Paolo Orlandoni
Q2005201	Tony Award for Best Featured Actress in a Musical
Q1142	Alsace
Q3114788	Grand prix de la francophonie
Q517823	Kassel Literary Prize
Q106671	Erika Cremer
Q491284	Raimundo Nonato de Lima Ribeiro
Q520338	Nakhon Pathom
Q1173960	David Cerrajería
Q664	New Zealand
Q138248	Sint-Truidense V.V.
Q1113146	Alan Taylor
Q185587	Fabrice Begeorgi
Q4457	Franz Beckenbauer
Q1507619	Deputy Prime Minister of the United Kingdom
Q477232	Aktobe
Q2739	A.S. Roma
Q21913138	Primiero San Martino di Castrozza
Q263147	John Bercow
Q4649803	AACTA Award for Best Direction in Television
Q459622	Derry City F.C.
Q459625	Dmitri Bulykin
Q120183	Alfred Kühn
Q222877	FC Inter Turku
Q215831	Fabricio Coloccini
Q285841	Nick Barmby
Q21599	Uttenhoffen
Q19878667	Hayden Memorial Geological Award
Q403	Serbia
Q35921591	member of the 53rd Parliament of the United Kingdom
Q400	Jenna Jameson
Q940553	Ludovic Delporte
Q1094682	HSwMS Claes Uggla
Q1253790	Dr. Leopold Lucas Prize
Q983898	Maurice Hilleman
Q328552	F. Springer
Q6314069	Juno Award for Country Album of the Year
Q263320	SV Mattersburg
Q298521	Saul Kripke
Q181126	Alexandre Lopes
Q4934	Larry Page
Q305169	Los Katíos National Park
Q478863	Sant'Agata li Battiati
Q856076	municipality of Finland
Q80061	Nobel Prize in Physiology or Medicine
Q961572	Martin Fröst
Q900414	César Award for Best Foreign Film
Q80064	Elias Canetti
Q448117	Frode Estil
Q983091	Jaime Correa
Q439826	Slavoljub Đorđević
Q507368	Denis Alibec
Q1491574	Thrace
Q157367	Brandenburg-Prussia
Q73016	Ernst Gehrcke
Q3368	Essonne
Q1003422	Francis Litsingi
Q1037408	Carl Cort
Q3361	Doubs
Q509957	James E. Darnell
Q437545	Owen Hargreaves
Q744148	Alexander Gurwitsch
Q1159921	Daniel Andersson
Q346735	Émile Mpenza
Q479351	SV Darmstadt 98
Q61316	Ernst Otto Beckmann
Q1204769	Deutscher Federball-Verband
Q1110944	England national association football B team
Q17403176	Doctor of Law (honorary)
Q635329	Brendan Bradley
Q22244604	Chief of Protocol of the german Foreign Office
Q671600	Martin Hašek
Q93096	José Luis Encarnação
Q1400970	Feenberg Medal
Q875586	Le Mesnil-Patry
Q45705	Akkayin District
Q922396	Broadcast Film Critics Association Award for Best Cast
Q683929	Dompierre-sur-Héry
Q322333	Thorsten Kirschbaum
Q1164850	Illies
Q157464	KFC Uerdingen 05
Q1143596	United States Department of War
Q377237	Nana Falemi
Q535280	Yury Vasilyevich Malyshev
Q1088172	Robert Guibé
Q37303713	Member of the 3rd Northern Ireland Assembly
Q53326	Tracy Austin
Q1104390	Auverse
Q269409	Murray Halberg
Q127320	Lars Lunde
Q1062107	Saint-Georges-de-Bohon
Q286344	Masainas
Q388487	Şanlıurfaspor
Q3873146	National Book Award for Poetry
Q186273	Kōbō Abe
Q579801	Gothenburg and Bohus County
Q382744	Édouard Descamps
Q3873511	Portugal national under-18 football team
Q274040	Alida Bosshardt
Q1318696	Kasciukovičy District
Q1091130	Egutu Oliseh
Q712444	Konstanty Ostrogski
Q924561	Javi Ruiz
Q946481	Ole Henrik Magga
Q518043	Ronnie Wallwork
Q726427	Philip Pendleton Barbour
Q470654	Ami Ayalon
Q367368	Cesare Bovo
Q26277644	minister of Public Works of the Kingdom of Italy
Q484876	chief executive officer
Q62379	Ferdinand Zirkel
Q714590	Artur Levi
Q93632	Joseph Schildkraut
Q92920	Manfred Broy
Q348674	Andreas Bjelland
Q514935	John Meurig Thomas
Q502867	Andrej Karlin
Q4215834	United States Secretary of the Treasury
Q653469	Herlies
Q297605	Önder Çengel
Q260559	Örebro SK
Q1172767	Notre-Dame-de-Gravenchon
Q28498641	Carl Duisberg Plaque
Q388236	Lydia DeWitt
Q88114	Margot Klestil-Löffler
Q92854	John L. Hennessy
Q96376	Carl Wagner
Q556543	Gérard Mourou
Q699487	Filip Šebo
Q463	Rhône-Alpes
Q1387050	Japan Academy Prize for Director of the Year
Q69366	Willy Hellpach
Q446952	Altwin
Q5708511	President of Peru
Q804428	Baki Mercimek
Q425675	MTV Movie Award for Best Scared-As-S**t Performance
Q823384	Shimizu S-Pulse
Q102365	Pärnu
Q160532	SC Paderborn 07
Q160530	VfL Osnabrück
Q350263	Mika Väyrynen
Q640147	Richard Núñez
Q136816	Andre Iguodala
Q220684	Vire
Q612202	Thomas Abernethy
Q162754	Chancellor of the Duchy of Lancaster
Q200797	Polatsk
Q24703451	First Lady of Argentina
Q1340199	Lomonosov Gold Medal
Q178799	Benedict IX
Q742517	Massieux
Q1756006	UCI Continental Team
Q924381	Federico Peluso
Q919854	Francisco Gallardo
Q11751	Nagoya
Q12217	Real Madrid Castilla
Q46136	Presles
Q46135	Créteil
Q4835491	BET Centric Award
Q46130	Rhône
Q693193	Trautmannsdorf in Oststeiermark
Q1126713	Conrad Buff IV
Q1311252	Nico Bleutge
Q374610	David McCullough
Q378264	Johan Museeuw
Q316249	Mario Lemieux
Q245295	Ebi Smolarek
Q1061245	Massey Medal
Q1277142	Ibrahima Gueye
Q381075	Hermann Hreiðarsson
Q1660669	Lieutenant Governor of Ohio
Q11993519	Olavstatuetten
Q614987	Finland national under-21 football team
Q261209	Bullitt
Q2097647	Victoria Medal of Honour
Q1151716	DAR Constitution Hall
Q265238	András Törőcsik
Q123517	Elke Twesten
Q1010584	Giorgi Ganugrava
Q1002250	Duncan Haldane
Q355769	Daniele De Vezze
Q49481	Sergei Prokofiev
Q1027891	Grammy Award for Best Pop Vocal Album
Q200661	Juan Rulfo
Q5644342	Hamburger SV II
Q302314	Pietro Pastore
Q148855	Orbey
Q732432	Lóránt Oláh
Q898205	Charilaos Pappas
Q1277549	France national under-21 association football team
Q717062	Barry Robson
Q509173	Belum
Q58979	Wan Rohaimi Wan Ismail
Q219902	Cristiano Lupatelli
Q72717	Elia Kazan
Q72712	Torre Annunziata
Q72245	Thomas Bach
Q548015	Route nationale 113
Q47875	Robbie Williams
Q72248	Vitry-sur-Seine
Q649776	Mika Nurmela
Q72718	Vincenz Czerny
Q205765	Dubrovytsia
Q166709	Vinnytsia Oblast
Q6866379	Minister of State for the Armed Forces
Q139671	Crimean Autonomous Soviet Socialist Republic
Q166703	Tore Pedersen
Q6384406	Keith Gilyard
Q10308	Real Zaragoza
Q202237	Landon Donovan
Q1906646	Marília Atlético Clube
Q339477	camerlengo of the Holy Roman Church
Q217706	Léon Bourgeois
Q521506	Rohrbach-Steinberg
Q21055518	Prize Louis Ancel
Q1141859	Czech Medal of Merit
Q2202680	X-ray badge
Q1098685	Valleroy
Q83145	Africa Cup of Nations
Q274322	Édouard Goursat
Q906512	shipwrecking
Q454245	Alan Kelly
Q849139	K.S.K. Beveren
Q2286781	Akademiepenning
Q310712	Michalis Sifakis
Q21368	Matzenheim
Q364605	Wilson Shannon
Q5530643	Gemini Award for Best Performance by an Actor in a Continuing Leading Dramatic Role
Q21364	Rexingen
Q364608	Peter van Nieuwenhuizen
Q83276	Asian Football Confederation
Q284850	San Sperate
Q562409	Jan Urban
Q363059	Andrew C. Fabian
Q718900	Henrik Larsen
Q158813	Mike Huckabee
Q594658	Fred
Q343377	İbrahim Yavuz
Q17010296	Primetime Emmy Award for Outstanding Character Voice-Over Performance
Q28870378	Grand Cross of the Order of Cisneros
Q572209	René van der Linden
Q231376	Lydia Litvyak
Q313062	Joseph Babinski
Q239663	F.K. Sarajevo
Q2295041	Independent Spirit Award for Best Director
Q12005410	Telemark County Culture Award
Q29282	Archbishop of Canterbury
Q2773	Brunswick
Q21101	Kolding Municipality
Q22917729	Academy Award for Best Special Effects
Q370091	Amulet
Q473121	Narbonne Cathedral
Q60785	Ricarda Huch
Q298267	AS Cannes
Q51537	Mike Nichols
Q367662	Guillermo Suárez
Q60788	Otto Schily
Q404398	Zach Pfeffer
Q506719	John Graham Ramsay
Q1576704	Hans A. Bethe Prize
Q284681	Chicago Pile-1
Q6496379	Latin Grammy Award for Best Rock Solo Vocal Album
Q43070	Donetsk
Q819597	Ersen Martin
Q1479435	Félix Houphouët-Boigny Peace Prize
Q309788	Don Johnson
Q789836	Béla Balázs Award
Q167475	Jacques Rivette
Q975936	Vitaliy Lysytskyi
Q2551	Johannes Rau
Q94983	Porretta Terme
Q332419	Michael Foot
Q2801	Bryansk
Q289482	AC Monza
Q156111	General Government
Q426513	Maccabi Netanya F.C.
Q2808	Elton John
Q77844	Heinz Sielmann
Q109599	Detlef Weigel
Q97988	Jürgen Linden
Q109591	Dieter Fenske
Q472742	Dick Roche
Q214940	Estudiantes de La Plata
Q753180	S. R. Crown Hall
Q712122	Alyaksandr Shahoyka
Q19615	Scunthorpe United F.C.
Q5305720	Drama Desk Award for Outstanding Play
Q331884	Jean-Victor Bertin
Q720005	Jahn Teigen
Q687075	Prime Minister of Sweden
Q911052	Skyline Drive
Q682627	Marco Airosa
Q18844372	Jury Honorary Award in Spellemannprisen
Q82902	Erkan Sağlık
Q159631	Kingdom of Württemberg
Q187043	Mehringen
Q18844379	Spellemann Award for jazz record of the year
Q347	Liechtenstein
Q22457	Betting
Q22103	Boustroff
Q10957559	Principality of Moldavia
Q22108	Amnéville
Q282100	Carlos Marinelli
Q1140359	Cristiano Del Grosso
Q46040	Chris Paul
Q379645	Gonzalo Sánchez de Lozada
Q248188	Milton Keynes Dons F.C.
Q1183480	Dejan Kelhar
Q1277961	Primetime Emmy Award for Outstanding Directing for a Comedy Series
Q728075	Ron Henley
Q1127623	Constance Baker Motley
Q55300	Soviet occupation zone of Germany
Q900352	César Award for Best Production Design
Q55304	American occupation zone in Germany
Q18741	Tottenham Hotspur F.C.
Q55306	British occupation zone in Germany
Q315294	Danny Simpson
Q315291	Julien Faubert
Q419976	Lamar Alexander
Q657156	Ergotelis F.C.
Q131252	University of Chicago
Q664157	Igor Glek
Q573332	Anthony Heald
Q921268	Lars Gyllensten
Q471413	John Masefield
Q11828004	province of Canada
Q660646	Pierre-Joseph-Olivier Chauveau
Q937629	National Medal of Technology and Innovation
Q104740	Radom
Q428808	Grammy Award for Best Song Written for Visual Media
Q217155	Confolens
Q54169	Masovian Voivodeship
Q460414	Louise Penny
Q919465	Stefán Gíslason
Q1631920	Howard Taylor Ricketts Prize
Q935034	John Holdren
Q5671	Neman
Q2736263	Poland national under-17 football team
Q389336	American Academy of Dramatic Arts
Q181957	Paul Mulders
Q77156	Constantin Fehrenbach
Q17624668	Charles Ravel
Q46828	Zwota
Q109045	Lebo M.
Q345365	Pavel Nakhimov
Q547598	Roussay
Q109738	Rudolf Petershagen
Q447128	Bjarni Guðjónsson
Q103550	The Velvet Underground
Q670941	Aleksandar Prijović
Q85300	Odesa University
Q958105	Trond Einar Elden
Q706683	Edward Shils
Q63926	Lothar Schmid
Q19595	Leyton Orient F.C.
Q464116	Eva Joly
Q3841614	MTV Europe Music Award for Best Romanian Act
Q439245	Allen Newell
Q19593	Celtic F.C.
Q19592	Hartlepool United F.C.
Q19598	Notts County F.C.
Q11598	Arrested Development
Q1023056	Ping'an District
Q223309	André Lwoff
Q236250	Kathy Baker
Q207179	Bill Nighy
Q161034	SV Wacker Burghausen
Q161036	Free State of Prussia
Q11595	John Adair
Q49108	Massachusetts Institute of Technology
Q252596	Martín Montoya
Q2155055	Ritter-von-Gerstner Medal
Q777764	Louvois
Q15849	José Manuel Durão Barroso
Q311293	John Connally
Q324854	Germany national under-19 football team
Q209819	Villamée
Q317634	Abdullah Halman
Q710732	HMS Glowworm
Q71022	Ernst Ruska
Q38135	MTV Europe Music Award for Best Push Act
Q890010	President of Sierra Leone
Q15782921	American Chemical Society Award for Creative Work in Synthetic Organic Chemistry
Q585838	Ezequiel Scarione
Q1065222	Charles L. Kane
Q740745	Ivan Delić
Q655417	Kenderes
Q644077	Nebula Award for Best Script
Q309480	Al Ittihad FC
Q656464	Václav Koloušek
Q430204	Jean-Philippe Toussaint
Q49811	Karsten Baumann
Q1329269	The Wharton School
Q979481	Christ Church, Philadelphia
Q1879505	Leopold Griffuel Prize
Q260618	Iain Wright
Q1283268	Leo Penn
Q1005082	Pernå
Q486354	Kim Tae-yeon
Q1441929	American Music Award for Favorite Pop/Rock Female Artist
Q675848	University of Zagreb
Q75178	auxiliary bishop
Q1745238	R. W. Wood Prize
Q1808301	Laureus World Sports Award for Sportsman of the Year
Q230626	Wendy Hiller
Q374154	Ruben Lima
Q186497	Willis Lamb
Q430307	Liaoning F.C.
Q1535145	Golden Raspberry Award for Worst Screen Couple/Ensemble
Q168041	Zbigniew Brzezinski
Q1727466	canton of Seclin-Nord
Q107071	Bartholomäus Kalb
Q627296	Errouville
Q654649	Oswald Veblen Prize in Geometry
Q787382	Howard Waldrop
Q205201	Remlingen
Q331278	Richard Burr
Q1464421	Czech Republic national under-21 football team
Q1143949	Irkutsk Governorate
Q106383	Isabelle Adjani
Q649	Moscow
Q962057	Félix d'Hérelle
Q719654	Enrique de Lucas
Q254215	Rosemary Sutcliff
Q272472	Buchelay
Q1341487	Philip K. Dick Award
Q234679	Charlotte Rampling
Q721781	Paul de Smet de Naeyer
Q4129798	Top Courses for Scriptwriters and Film Directors
Q923131	Rudi Garcia
Q1140593	Newsday
Q201879	Dimitris Salpingidis
Q984178	Milovan Danojlić
Q715551	Morten Rasmussen
Q1227570	Niccolò Albergati-Ludovisi
Q391141	Mike Gapes
Q531287	Peter Maffay
Q1019352	Cultural Asset of National Interest
Q28652181	ambassador of Germany to Ghana
Q919262	Rawez Lawan
Q913648	Christian Altinier
Q90694	Rudolf Criegee
Q1730163	Order of Karl Valentin
Q6314046	Juno Award for Best Selling Single
Q467574	Robert Frank
Q6314042	Juno Award for Album of the Year
Q645032	Soudal Quick-Step
Q933129	Chris O'Dowd
Q671234	Xisco Nadal
Q925802	Leandro de Almeida
Q942704	Yordan Minev
Q291627	Vilde Frang
Q22737	Sélestat
Q707528	William R. Day
Q184218	Ryan Babel
Q132684	Saint-John Perse
Q209005	Cachan
Q736372	Membrolles
Q125084	John Hanning Speke
Q15692068	Grammy Award for Producer of the Year, Non-Classical
Q917669	Martín Rivas
Q1095317	Chailloué
Q284444	Pont Saint-Bénézet
Q1696916	Yash Raj Films
Q668451	Aboncourt
Q182481	Tourcoing
Q514571	Isernhagen
Q1063697	Bellefontaine
Q21643	Alaincourt-la-Côte
Q309861	Jan Hendrik Oort
Q21646	Bréhain
Q629032	Baykal Kulaksızoğlu
Q309640	Beau Bridges
Q115435	Moidele Bickel
Q902986	Edward Weston
Q71655	Karin Jöns
Q6690	F.C. Crotone
Q540463	Ian Callaghan
Q441695	Erjon Bogdani
Q117696	Remember the Titans
Q922668	Mir
Q21043512	Hall of Fame of German Research
Q3873547	Czech Republic national under-20 football team
Q3873546	Australia national under-20 association football team
Q387141	Alex Hannum
Q746756	Royal Medal
Q2442864	Uruguay national under-20 football team
Q3873548	Italy national under-20 football team
Q669855	Dienersdorf
Q368870	Hawar Mulla Mohammed
Q1244633	Pushkin Medal
Q92714	David Haussler
Q706349	Ma Yinchu
Q1432919	Thorleif Dahl's prize
Q236736	Vernon
Q748375	La Flocellière
Q92712	David C. Evans
Q28147490	Idrettsgallaens hederspris
Q542311	Paulo Garcés
Q45722	Cardinal
Q688230	President of the Swiss Confederation
Q17619252	Senator of Belgium
Q311108	Sébastien Frey
Q314469	Andreas Gryphius Prize
Q676899	Italy men's national association football team
Q316789	Melbourne Victory FC
Q11996055	Porsgrund's Porcelain Factory Honor Prize
Q1306649	Paul Ramírez
Q363266	Trappes
Q940416	Dârjiu fortified church
Q6496321	Latin Grammy Award for Album of the Year
Q258512	Vladimír Weiss
Q1167523	Lapworth Medal
Q483856	Turkey men's national football team
Q1799442	Tony Award for Best Play
Q282840	Fau-de-Peyre
Q1139258	Sandro Hiroshi
Q21914	Berg-sur-Moselle
Q189441	Jagiellonian University
Q37303731	Member of the 1st Northern Ireland Assembly
Q21919	Cheminot
Q1173787	David Botstein
Q186252	Belarus men's national football team
Q128935	Le Roc-Saint-André
Q457472	Torbjörn Caspersson
Q153978	University of Tübingen
Q21034789	Finance Minister of the Faroe Islands
Q747581	Kabamba Musasa
Q1758894	Prime Minister of Sri Lanka
Q15121	province of Milan
Q15123	Province of Naples
Q141544	canton of Plateau d'Hauteville
Q10699374	Tollander Award
Q150379	E. E. Evans-Pritchard
Q92129	Michael Kumpfmüller
Q678558	Yassin Mikari
Q20046316	member of the Politburo of the Chinese Communist Party
